Date,Open,High,Low,Close,Volume,Turnover
05-05-2016,6996.5,7184,6961.5,7155.5,91504,6.47045E+13
06-05-2016,7223.5,7280,7113.05,7264.45,66986,4.82812E+13
09-05-2016,7300,7450,7236.5,7378.65,86062,6.35667E+13
10-05-2016,7425,7462,7344.5,7412.3,78339,5.80628E+13
11-05-2016,7396.9,7496.95,7275.45,7482.85,82105,6.08774E+13
12-05-2016,7520,7695,7453.6,7670.15,94712,7.23005E+13
13-05-2016,7715,7810,7590,7626.15,162531,1.24958E+14
16-05-2016,7640,7858.05,7615.85,7771.1,127750,9.92624E+13
17-05-2016,7824,7824,7730,7758.4,62290,4.84432E+13
18-05-2016,7734.25,7820,7685,7742.55,72267,5.59244E+13
19-05-2016,7759.9,7820,7705.6,7738.2,79093,6.14875E+13
20-05-2016,7746,7843.2,7669.65,7770.5,74814,5.81852E+13
23-05-2016,7801,7835,7502.65,7653.7,105532,8.08688E+13
24-05-2016,7745,7745,7215.45,7625.55,430449,3.22853E+14
25-05-2016,7600,7600,7255,7337.25,200686,1.47415E+14
26-05-2016,7390,7520,7380,7458.35,163849,1.22069E+14
27-05-2016,7543,7739.8,7467.25,7667.9,138549,1.06156E+14
30-05-2016,7700,7720,7559.4,7643.45,76325,5.81582E+13
31-05-2016,7668.1,7750,7470,7588.8,1545923,1.17394E+15
01-06-2016,7528,7719,7480,7642.4,99709,7.59698E+13
02-06-2016,7661.8,8000,7590,7964.55,158823,1.23916E+14
03-06-2016,8000,8095,7882,7899.55,130534,1.04561E+14
06-06-2016,7949,7949.05,7751,7774.1,83728,6.55378E+13
07-06-2016,7800,7854,7650,7687.25,142588,1.1047E+14
08-06-2016,7738,7857.7,7662.65,7747.95,99408,7.67857E+13
09-06-2016,7789.8,7789.8,7690,7718.95,31012,2.39801E+13
10-06-2016,7746.8,7746.8,7575,7595.65,68924,5.2599E+13
13-06-2016,7550,7558.95,7450,7500.6,98822,7.41054E+13
14-06-2016,7501,7542,7420,7491.9,74667,5.57592E+13
15-06-2016,7490,7687.9,7489.95,7651.2,48623,3.68847E+13
16-06-2016,7625,7659.4,7559.45,7596.25,58109,4.41878E+13
17-06-2016,7617.45,7649.85,7475,7530.15,64118,4.83435E+13
20-06-2016,7530,7600,7445,7539.85,54604,4.12111E+13
21-06-2016,7579.8,7685,7525,7606.05,45835,3.49224E+13
22-06-2016,7560.05,7644.8,7560.05,7599.05,30369,2.30849E+13
23-06-2016,7575,7740.05,7575,7696.9,30730,2.35396E+13
24-06-2016,7594,7627.9,7416.4,7588.1,75426,5.674E+13
27-06-2016,7531.5,7712,7531.5,7695.6,68174,5.2057E+13
28-06-2016,7764.95,7764.95,7651,7696.65,61633,4.74296E+13
29-06-2016,7700,7742.75,7671,7685.8,19710,1.51847E+13
30-06-2016,7714.95,8025,7680.05,7996.7,134100,1.06256E+14
01-07-2016,8050,8240,7995,8167.2,111142,9.05638E+13
04-07-2016,8175.5,8281.85,8100,8204.35,42352,3.45519E+13
05-07-2016,8204.35,8220,8111,8170,47603,3.88359E+13
07-07-2016,8141,8199.95,8080.45,8095.65,44579,3.6271E+13
08-07-2016,8100,8238.95,8068.1,8207.8,55482,4.53163E+13
11-07-2016,8299.55,8715,8250.05,8567.5,262666,2.25431E+14
12-07-2016,8680,8710,8570,8627.15,96893,8.36717E+13
13-07-2016,8639.9,8755,8523.55,8575.3,118057,1.01916E+14
14-07-2016,8619.85,8722.2,8575,8670.15,92465,7.99866E+13
15-07-2016,8699.95,8785,8660.05,8700.05,71480,6.23635E+13
18-07-2016,8790,8836,8750,8800.7,72767,6.40422E+13
19-07-2016,8809.9,8830,8600,8643.05,85827,7.44654E+13
20-07-2016,8666,8753,8587.4,8640.1,62889,5.4372E+13
21-07-2016,8729,8783.95,8651.7,8707.85,236743,2.06383E+14
22-07-2016,8707,8874.9,8683.2,8837.8,73204,6.44903E+13
25-07-2016,8882,9030,8853.5,8983.65,229014,2.0547E+14
26-07-2016,9099.9,9989.9,8900,9848.35,956465,9.11182E+14
27-07-2016,9900,9937.65,9515.4,9793.45,384033,3.71264E+14
28-07-2016,9790,10460,9677.45,10316.8,595632,6.03071E+14
29-07-2016,10389.95,10478.4,10250,10372.65,282484,2.91644E+14
01-08-2016,10460,11408.65,10429.95,11226.25,529600,5.89862E+14
02-08-2016,11300,11770,10800,10944.1,409818,4.63272E+14
03-08-2016,10950,10950,9940,10005.6,544614,5.59731E+14
04-08-2016,10125,10317.6,9723.45,9969.7,380687,3.77246E+14
05-08-2016,10200,10262.2,9815.15,10094.7,268126,2.68643E+14
08-08-2016,10267,10281.35,9973,10034.35,165696,1.67048E+14
09-08-2016,10100,10260,9910,10179.8,144047,1.45913E+14
10-08-2016,10150,10270,9900,9998.3,114472,1.15158E+14
11-08-2016,10049.9,10075.5,9849,10007.3,89010,8.87728E+13
12-08-2016,10021,10199,9981.6,10154.4,79754,8.07958E+13
16-08-2016,10160.1,10325,10020.45,10203.6,90636,9.25224E+13
